0.5504,0.54614,0.54194,0.53792,0.53414,0.53045,0.5264,0.52227,0.51819,0.5143,0.51062,0.50712,0.50362,0.50017,0.49658,0.49275,0.48881,0.485,0.48136,0.47786,0.47454,0.47142,0.46842,0.46544,0.46251,0.4597,0.45712,0.45487,0.45292,0.45125,0.44964,0.44811,0.44684,0.44582,0.44505,0.44441,0.44387,0.44335,0.44288,0.44256,0.44237,0.44221,0.44204,0.44195,0.44198,0.44203,0.44201,0.44196,0.44188,0.44179
0.54306,0.53869,0.53419,0.52979,0.52563,0.5216,0.51756,0.51351,0.50952,0.50553,0.50178,0.49821,0.49482,0.49148,0.48796,0.48414,0.48014,0.47627,0.47258,0.46904,0.46571,0.46262,0.4597,0.45687,0.4541,0.45146,0.44903,0.44679,0.44478,0.44297,0.44138,0.44003,0.43886,0.43767,0.43675,0.43616,0.43565,0.43516,0.43468,0.4343,0.43401,0.43372,0.43341,0.43315,0.433,0.43282,0.43254,0.43219,0.43179,0.43136
0.53515,0.53046,0.52572,0.52115,0.51687,0.51274,0.50851,0.50431,0.50026,0.49642,0.49278,0.4893,0.4859,0.48252,0.47894,0.47514,0.47125,0.46743,0.46373,0.46018,0.45686,0.45383,0.451,0.44824,0.4455,0.44285,0.44038,0.4382,0.43629,0.43462,0.43309,0.43164,0.43035,0.42926,0.42843,0.42787,0.42736,0.42685,0.42634,0.4259,0.42554,0.42517,0.42474,0.42434,0.42401,0.42364,0.42313,0.4225,0.42178,0.42097
0.52705,0.52216,0.51716,0.51234,0.50778,0.50338,0.49909,0.49496,0.49101,0.48717,0.48348,0.47994,0.4766,0.4733,0.46984,0.46615,0.46229,0.45845,0.45472,0.45115,0.44783,0.44478,0.44195,0.43923,0.43655,0.43402,0.43168,0.42954,0.42763,0.42592,0.42441,0.42304,0.42185,0.42082,0.42003,0.41951,0.41905,0.41854,0.41807,0.41761,0.4172,0.41674,0.41622,0.4157,0.41523,0.41467,0.41391,0.41297,0.41186,0.41063
0.5186,0.51348,0.50831,0.50331,0.49856,0.49399,0.48959,0.48544,0.48149,0.47771,0.47407,0.47057,0.46725,0.46398,0.46054,0.45691,0.45316,0.44938,0.44567,0.44209,0.43874,0.43569,0.43287,0.43019,0.42757,0.42508,0.42273,0.42063,0.4188,0.41715,0.41573,0.41444,0.41331,0.41235,0.41162,0.41124,0.41093,0.41054,0.41004,0.40952,0.40902,0.40845,0.4078,0.40711,0.40647,0.40573,0.40478,0.40358,0.40214,0.40052
0.51003,0.50478,0.4994,0.49414,0.48915,0.4844,0.47996,0.47585,0.47196,0.46818,0.46451,0.461,0.45774,0.45455,0.45122,0.44769,0.44395,0.44017,0.43643,0.43285,0.42954,0.42651,0.42371,0.42106,0.41848,0.41605,0.41376,0.41172,0.40994,0.40837,0.40703,0.40582,0.40477,0.40396,0.4034,0.40314,0.40291,0.40254,0.40206,0.40153,0.40096,0.40029,0.39953,0.39876,0.39802,0.39716,0.39601,0.39451,0.39269,0.39063
0.50123,0.49579,0.49025,0.48484,0.47968,0.4748,0.47027,0.46613,0.46225,0.45852,0.45489,0.45143,0.4482,0.44507,0.4418,0.43828,0.43459,0.43085,0.42716,0.42361,0.42031,0.41729,0.41452,0.41191,0.40938,0.407,0.40476,0.40278,0.40109,0.39959,0.39835,0.39727,0.39637,0.39565,0.39521,0.39509,0.39497,0.3947,0.39427,0.39372,0.39308,0.39229,0.39141,0.3905,0.38962,0.3886,0.38731,0.3856,0.38351,0.38117
0.49235,0.48678,0.48105,0.47544,0.47008,0.46506,0.46049,0.45637,0.45254,0.44882,0.44518,0.44173,0.43858,0.43554,0.43233,0.42886,0.42521,0.42149,0.41781,0.41428,0.41102,0.40804,0.40531,0.40275,0.40027,0.39794,0.39576,0.39386,0.39227,0.39088,0.38975,0.38877,0.38797,0.38744,0.38716,0.38713,0.38708,0.38687,0.38653,0.38603,0.38534,0.38447,0.38349,0.38253,0.38159,0.38049,0.379,0.37706,0.37472,0.37212
0.48331,0.47758,0.4717,0.46594,0.46044,0.45531,0.45068,0.44656,0.44273,0.43904,0.43543,0.43204,0.42896,0.42598,0.42282,0.4194,0.4158,0.4121,0.40844,0.40494,0.40172,0.39878,0.3961,0.3936,0.39118,0.38893,0.38684,0.38501,0.3835,0.3822,0.3812,0.3804,0.37977,0.37932,0.37912,0.37926,0.37935,0.37928,0.37903,0.37856,0.37784,0.37687,0.37578,0.37469,0.37362,0.37235,0.37074,0.36865,0.36614,0.36334
0.47421,0.46837,0.46235,0.45642,0.45077,0.44552,0.44084,0.43673,0.43294,0.42926,0.42566,0.42229,0.41928,0.41638,0.4133,0.40994,0.4064,0.40275,0.39913,0.39566,0.39247,0.38958,0.38695,0.38449,0.38212,0.37994,0.37792,0.37622,0.37487,0.3737,0.37283,0.37212,0.37158,0.37137,0.37138,0.37158,0.37172,0.37173,0.37162,0.37126,0.37055,0.36953,0.36837,0.36723,0.36611,0.36475,0.36294,0.36063,0.35789,0.35481
