35.18,108.27,67.655,58.785,49.781,48.844,12.728,38.255,54.474
36.786,132.98,57.506,47.954,101.44,59.318,60.342,73.745,69.121
40.213,133.5,34.093,32.179,85.037,58.001,11.918,51.743,54.264
40.811,163.31,58.6,69.428,91.385,82.27,65.659,81.267,83.348
43.155,183.67,63.098,77.458,79.22,80.833,60.263,73.327,83.494
43.317,97.94,54.954,65.19,25.289,35.051,26.832,28.917,48.461
43.236,149.97,80.112,76.508,45.878,66.005,30.428,47.622,68.952
45.052,99.775,58.102,73.375,68.313,32.434,50.549,52.038,62.904
46.878,104.57,15.693,15.725,85.219,59.179,18.121,56.066,47.541
47.998,17.049,30.281,24.105,73.636,95.579,62.594,77.42,52.683
46.949,86.548,9.3242,83.362,57.164,52.6,31.929,46.977,58.442
52.49,27.34,35.058,14.103,86.859,37.433,57.35,60.108,44.767
52.677,57.853,61.677,54.968,77.56,74.752,66.681,71.551,66.721
53.667,84.118,66.215,55.273,78.653,68.171,46.3,65.509,64.504
55.989,124.99,64.249,87.999,74.981,73.979,72.49,74.313,80.101
56.283,107.64,103.53,75.041,69.962,78.782,58.6,67.879,78.272
58.541,102.55,82.99,96.188,66.281,62.039,85.329,72.218,83.041
58.667,148.45,81.791,75.002,60.329,55.068,31.607,49.588,68.594
58.448,128.71,88.102,68.395,57.069,44.652,37.42,46.3,65.223
59.925,94.789,73.651,27.018,87.698,71.01,39.935,67.283,60.211
59.63,163.14,115.99,109.47,98.909,95.589,65.094,87.726,103.91
60.439,43.621,63.539,57.722,59.156,37.714,43.486,48.083,49.483
61.486,99.261,93.649,96.538,81.128,97.725,70.609,82.783,89.018
61.199,58.699,90.012,77.552,63.64,79.702,58.211,66.945,72.112
63.561,102.31,46.975,40.014,65.984,37.28,20.551,41.065,50.905
65.119,118.2,100.82,109.58,49.718,52.186,44.712,48.958,77.668
63.893,138.24,97.654,96.432,76.903,68.997,50.298,65.516,83.188
65.077,171.71,92.486,97.258,63.747,71.213,47.598,60.762,85.189
66.395,70.583,92.769,73.97,74.501,54.613,55.94,62.383,67.572
66.196,95.3,96.662,100.29,57.71,42.889,46.869,48.941,72.927
67.728,59.756,34.674,57.303,69.165,58.615,35.35,53.368,54.003
68.484,99.947,94.979,69.333,60.441,53.114,38.604,50.589,66.01
68.561,194.87,101.88,106.98,60.116,58.85,57.602,58.244,90.613
70.833,139.46,77.854,45.528,74.228,54.986,43.413,55.963,63.083
